Year,Kilometres,Cylinders,EngineLiters,Fuel100KM,FuelType_Diesel,FuelType_Hybrid,FuelType_LPG,FuelType_Premium,FuelType_Unleaded,Transmission_Automatic,Transmission_Manual,DriveType_AWD,DriveType_Front,DriveType_Other,DriveType_Rear
2021,0.3890274332683769,4.0,1.8,4.2,0,1,0,0,0,1,0,0,1,0,0
2005,0.8635103678745648,4.0,1.3,6.7,0,0,0,0,1,1,0,0,1,0,0
2012,0.6017449948341074,4.0,2.0,4.9,1,0,0,0,0,1,0,0,1,0,0
2013,0.909420606120512,6.0,3.0,7.4,1,0,0,0,0,1,0,0,0,0,0
2015,0.8081109137048119,4.0,1.5,5.5,0,0,0,0,1,1,0,0,1,0,0
2021,0.4495886518135669,4.0,2.5,4.7,0,1,0,0,0,1,0,0,1,0,0
2019,0.3875909029344229,4.0,2.0,6.5,0,0,0,0,1,1,0,0,1,0,0
2013,0.8496156184142081,4.0,2.0,5.6,1,0,0,0,0,1,0,0,1,0,0
2018,0.6062205828941738,4.0,2.4,7.5,1,0,0,0,0,1,0,0,0,0,1
2022,0.3147238999580353,4.0,1.5,5.8,0,0,0,1,0,1,0,0,1,0,0
2022,0.0071801416727758,4.0,2.0,9.8,0,0,0,1,0,1,0,0,1,0,0
2017,0.5277110935881072,5.0,3.2,8.9,1,0,0,0,0,1,0,0,0,0,1
2011,0.597026310195456,4.0,2.5,9.6,1,0,0,0,0,1,0,0,0,0,1
2018,0.3879680792537355,4.0,2.4,7.6,1,0,0,0,0,1,0,0,0,0,0
2014,0.8051040764113354,4.0,1.3,6.3,0,0,0,0,1,1,0,0,1,0,0
2019,0.6287307215383374,4.0,2.4,8.3,0,0,0,0,1,1,0,0,1,0,0
2014,0.5935650102977421,4.0,1.2,5.8,0,0,0,0,1,1,0,0,1,0,0
2017,0.4360809583183149,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2015,0.213050673251865,4.0,1.5,4.9,0,0,0,0,1,1,0,0,1,0,0
2020,0.4466487350916817,4.0,2.0,7.6,0,0,0,0,1,1,0,0,1,0,0
2020,0.3698302252157965,4.0,2.3,7.9,1,0,0,0,0,1,0,0,0,0,0
2016,0.5638654821443722,4.0,1.4,5.4,0,0,0,1,0,1,0,0,1,0,0
2019,0.4581892999437177,4.0,2.5,7.8,0,0,0,0,1,1,0,0,1,0,0
2016,0.5189480108844982,4.0,2.5,8.5,0,0,0,0,1,1,0,1,0,0,0
2017,0.6252282173376482,4.0,2.0,7.6,0,0,0,1,0,1,0,0,0,0,0
2017,0.6659154552453015,4.0,2.1,6.3,1,0,0,0,0,1,0,0,0,0,1
2017,0.4672665830552184,4.0,2.4,6.8,0,0,0,0,1,1,0,0,1,0,0
2017,0.6847303274509434,4.0,2.8,8.9,1,0,0,0,0,1,0,0,0,0,1
2014,0.5620795605023609,4.0,2.0,5.8,0,0,0,0,1,0,1,0,1,0,0
2021,0.2402954802293592,4.0,1.8,4.2,0,1,0,0,0,1,0,0,1,0,0
2013,0.470981958529752,4.0,1.4,6.9,0,0,0,0,1,1,0,0,1,0,0
2014,0.7468231965413461,4.0,2.5,8.3,0,0,0,0,1,1,0,0,0,0,0
2019,0.259897197489785,4.0,2.4,7.2,1,0,0,0,0,0,1,0,0,0,0
2006,0.5803628725649687,4.0,1.8,7.2,0,0,0,0,1,1,0,0,1,0,0
2021,0.3749585950753194,4.0,2.5,7.7,0,0,0,0,1,1,0,0,1,0,0
2015,0.5221943500730106,4.0,2.0,5.8,0,0,0,0,1,1,0,0,1,0,0
2016,0.4987180840509876,4.0,1.4,6.2,0,0,0,0,1,1,0,0,1,0,0
2010,0.6026707814037877,4.0,2.0,6.9,1,0,0,0,0,1,0,0,1,0,0
2019,0.6333167722478859,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2016,0.7786596318988714,4.0,1.4,5.9,0,0,0,0,1,1,0,0,1,0,0
2021,0.3412518031798844,4.0,1.5,6.7,0,0,0,1,0,1,0,0,1,0,0
2015,0.5819002777603777,4.0,2.2,7.8,1,0,0,0,0,1,0,1,0,0,0
2018,0.5470379161322467,4.0,2.0,7.2,0,0,0,1,0,1,0,1,0,0,0
2019,0.3988032973888592,4.0,2.0,7.2,0,0,0,1,0,1,0,1,0,0,0
2006,0.8479899392021317,6.0,3.0,9.6,1,0,0,0,0,1,0,0,0,0,0
2014,0.5848474235677362,4.0,1.2,5.1,0,0,0,1,0,0,1,0,1,0,0
2018,0.6156107904835731,4.0,2.5,7.4,0,0,0,0,1,1,0,1,0,0,0
2008,0.7836697167742223,4.0,2.0,8.2,0,0,0,0,1,0,1,0,1,0,0
2008,0.9512573484341696,4.0,3.0,9.3,1,0,0,0,0,0,1,0,0,0,1
2020,0.2857289668274311,4.0,2.0,10.2,0,0,0,0,1,1,0,0,0,0,1
2012,0.901830980639612,4.0,2.5,8.9,0,0,0,0,1,1,0,0,1,0,0
2015,0.982862442395277,4.0,3.0,8.1,1,0,0,0,0,0,1,0,0,0,1
2020,0.2841679008484524,4.0,3.0,7.9,1,0,0,0,0,1,0,0,0,0,0
2019,0.4696819278863601,4.0,2.5,4.2,0,1,0,0,0,1,0,0,1,0,0
2017,0.6649053092334005,4.0,2.4,7.6,1,0,0,0,0,1,0,0,0,0,0
2011,0.7563313180995626,4.0,1.8,7.4,0,0,0,0,1,1,0,0,1,0,0
2014,0.6227144702637488,6.0,3.0,7.5,1,0,0,0,0,1,0,0,0,0,0
2009,0.7129744949878901,4.0,2.4,8.9,0,0,0,1,0,1,0,0,1,0,0
2018,0.4457100171096419,4.0,2.0,7.6,0,0,0,1,0,1,0,0,0,0,0
2007,0.5531194289869001,4.0,2.7,11.6,0,0,0,0,1,0,1,0,0,0,1
2022,0.0063890665659698,4.0,1.4,7.7,0,0,0,1,0,1,0,0,1,0,0
2015,0.3431103556824179,4.0,2.0,5.8,0,0,0,0,1,1,0,0,1,0,0
2013,0.7613313354385987,4.0,2.0,6.3,0,0,0,1,0,1,0,0,0,0,1
2003,0.7945620366804487,4.0,2.4,11.5,0,0,0,0,1,0,1,0,0,0,1
2015,0.5716516260824641,4.0,2.2,8.1,1,0,0,0,0,1,0,1,0,0,0
2022,0.3039159346902137,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2021,0.0940529284860811,4.0,1.5,8.1,0,0,0,1,0,1,0,0,1,0,0
2020,0.4371882854293603,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2018,0.621673030042059,4.0,2.5,8.3,0,0,0,0,1,1,0,0,0,0,0
2011,0.8341707971554578,6.0,3.0,9.5,1,0,0,0,0,1,0,0,0,0,0
2022,0.0736912397067199,4.0,2.0,8.5,0,0,0,1,0,1,0,0,1,0,0
2018,0.392781475380865,4.0,2.5,4.2,0,1,0,0,0,1,0,0,1,0,0
2017,0.4581005214859224,4.0,2.1,5.4,1,0,0,0,0,1,0,0,0,0,1
2014,0.5501148823098404,4.0,1.8,7.4,0,0,0,0,1,1,0,0,1,0,0
2005,0.8559247628355907,4.0,2.4,9.2,0,0,0,0,1,1,0,0,1,0,0
2016,0.5566957217214459,4.0,1.8,6.6,0,0,0,0,1,1,0,0,1,0,0
2016,0.7075579479862284,6.0,3.0,10.1,0,0,0,0,1,1,0,1,0,0,0
2022,0.060502891300846,4.0,2.0,7.1,0,0,0,1,0,1,0,1,0,0,0
2015,0.5621605918492225,4.0,2.0,6.9,0,0,0,0,1,1,0,0,1,0,0
2018,0.6233006791667086,4.0,2.2,7.8,1,0,0,0,0,1,0,0,0,0,1
2018,0.6130704119259385,5.0,3.2,8.7,1,0,0,0,0,1,0,0,0,0,0
2018,0.5995435499232107,4.0,2.0,7.1,0,0,0,0,1,1,0,0,1,0,0
2014,0.8814771417850294,4.0,2.5,9.8,1,0,0,0,0,0,1,0,0,0,0
2014,0.4898423307672456,5.0,2.5,8.8,0,0,0,1,0,1,0,1,0,0,0
2011,0.7292529770640865,4.0,2.0,8.9,0,0,0,0,1,0,1,0,1,0,0
2013,0.6863127353329426,4.0,2.0,7.1,0,0,0,0,1,1,0,1,0,0,0
2002,0.9971841721922444,4.0,1.5,6.8,0,0,0,0,1,0,1,1,0,0,0
2022,0.0055210560834331,3.0,1.3,7.3,0,0,0,0,1,1,0,0,1,0,0
2018,0.4516165695871957,6.0,3.5,10.1,0,0,0,1,0,1,0,0,0,0,0
2021,0.2775693146570923,4.0,3.0,7.7,1,0,0,0,0,1,0,0,1,0,0
2017,0.4805736623396776,4.0,2.0,5.1,1,0,0,0,0,1,0,1,0,0,0
2016,0.8488700914220944,4.0,3.0,8.7,1,0,0,0,0,1,0,0,0,0,1
2012,0.4112298633044821,4.0,1.6,5.8,0,0,0,1,0,1,0,0,0,0,1
2010,0.815207139815464,4.0,2.0,8.3,0,0,0,0,1,1,0,0,1,0,0
2009,0.7639996546794507,4.0,2.5,10.5,0,0,0,1,0,1,0,1,0,0,0
2023,0.0597294735824784,4.0,2.0,9.5,0,0,0,0,0,1,0,0,0,0,0
2020,0.3861753453404405,4.0,1.5,5.2,0,0,0,0,1,1,0,0,1,0,0
2016,0.6148555546660281,4.0,1.4,6.2,0,0,0,0,1,1,0,0,1,0,0
2016,0.5137233958855287,4.0,2.2,9.1,1,0,0,0,0,0,1,0,0,0,0
2019,0.7800472365459553,4.0,2.8,8.2,1,0,0,0,0,1,0,0,0,0,1
2006,0.8531883814360478,6.0,4.0,12.8,0,0,0,0,1,1,0,0,0,0,1
2020,0.4355398502621332,4.0,2.5,4.7,0,1,0,0,0,1,0,0,1,0,0
2017,0.7584281486821538,6.0,3.0,7.5,1,0,0,0,0,1,0,0,0,0,0
2019,0.5604865188613565,4.0,2.8,8.5,1,0,0,0,0,1,0,0,0,0,0
2015,0.3693143137017691,4.0,1.5,3.9,0,1,0,0,0,1,0,0,1,0,0
2021,0.3285234917259583,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2021,0.3290632121361446,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2013,0.701163342713823,5.0,2.5,8.1,0,0,0,1,0,1,0,0,1,0,0
2009,0.6293619948039001,6.0,3.5,9.9,0,0,0,0,1,1,0,0,1,0,0
2019,0.2929234171485866,4.0,2.0,8.2,0,0,0,0,1,0,1,0,1,0,0
2020,0.4408396244713559,3.0,1.5,3.8,0,1,0,0,0,1,0,0,1,0,0
2019,0.2905611153035113,4.0,1.5,6.4,0,0,0,0,1,0,1,0,0,0,0
2015,0.6976139881068939,4.0,2.0,5.3,1,0,0,0,0,1,0,0,0,0,1
2023,0.0027705026230676,4.0,2.5,6.6,0,0,0,0,1,1,0,0,1,0,0
2018,0.7004520696068366,5.0,3.2,8.5,1,0,0,0,0,1,0,0,0,0,0
2015,0.3518127325557864,4.0,2.0,8.8,0,0,0,1,0,1,0,1,0,0,0
2016,0.574573322435937,4.0,2.0,5.8,0,0,0,1,0,1,0,0,0,0,1
2012,0.7779175351351983,4.0,2.5,9.2,1,0,0,0,0,0,1,0,0,0,0
2013,0.9616642055058536,4.0,2.8,9.1,1,0,0,0,0,1,0,0,0,0,0
2022,0.3628163433474871,4.0,2.8,7.4,1,0,0,0,0,0,1,0,0,0,0
2023,0.0071801416727758,4.0,2.5,7.5,0,0,0,0,1,1,0,1,0,0,0
2018,0.5662238478129021,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2021,0.350735760673397,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2015,0.7575883607338565,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2014,0.7430820408560825,4.0,1.8,6.7,0,0,0,0,1,1,0,0,1,0,0
2022,0.0027705026230676,4.0,2.0,9.4,1,0,0,0,0,1,0,0,0,0,0
2019,0.6251016988033411,4.0,2.4,8.6,1,0,0,0,0,1,0,0,0,0,0
2021,0.3159531866831733,4.0,2.0,7.4,1,0,0,0,0,1,0,0,0,0,0
2010,0.6627611228447878,4.0,2.4,9.3,0,0,0,0,1,1,0,0,1,0,0
2017,0.5048660523234322,4.0,2.0,7.3,0,0,0,0,1,1,0,0,1,0,0
2005,0.8360059500715625,4.0,2.9,10.3,1,0,0,0,0,1,0,0,0,0,0
2021,0.3623137441870961,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2022,0.1155538202410636,6.0,3.6,9.9,0,0,0,0,0,1,0,0,0,0,0
2016,0.5113386415236625,4.0,2.0,10.4,0,0,0,1,0,0,1,1,0,0,0
2016,0.6828589458973999,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2019,0.4763129315222815,6.0,3.6,9.6,0,0,0,0,1,1,0,0,0,0,0
2010,0.8231144844982776,4.0,2.2,7.5,1,0,0,0,0,1,0,0,0,0,0
2016,0.815779239622683,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2017,0.5474574227170913,4.0,1.6,5.8,0,0,0,1,0,1,0,0,1,0,0
2012,0.8238372269245594,5.0,3.2,9.2,1,0,0,0,0,1,0,0,0,0,0
2021,0.3880162957457095,4.0,2.0,6.6,0,0,0,0,1,1,0,1,0,0,0
2013,0.8147824127382599,4.0,2.2,5.7,1,0,0,0,0,1,0,1,0,0,0
2022,0.0754972172597615,4.0,2.0,7.1,0,0,0,1,0,1,0,1,0,0,0
2017,0.3325085941361647,4.0,2.0,1.7,0,1,0,0,0,1,0,1,0,0,0
2023,0.0063890665659698,4.0,2.0,6.3,0,1,0,0,0,1,0,0,1,0,0
2019,0.441765879732713,6.0,3.5,9.5,0,0,0,0,1,1,0,1,0,0,0
2016,0.8500264535736894,5.0,3.2,8.9,1,0,0,0,0,1,0,0,0,0,1
2018,0.4621479678435032,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2017,0.5778038741487003,4.0,2.0,5.4,1,0,0,0,0,1,0,1,0,0,0
2014,0.7762737375309576,4.0,2.2,8.1,1,0,0,0,0,1,0,1,0,0,0
2018,0.464765513117615,5.0,3.2,8.5,1,0,0,0,0,1,0,0,0,0,0
2003,0.8346034409441299,8.0,5.4,12.5,0,0,0,0,1,0,1,0,0,0,1
2011,0.8955475267366098,8.0,4.5,10.3,1,0,0,0,0,1,0,0,0,0,0
2018,0.8211744839576222,4.0,2.8,8.5,1,0,0,0,0,1,0,0,0,0,0
2009,0.742917374869364,8.0,6.0,14.5,0,0,0,0,1,0,1,0,0,0,1
2023,0.0167100293739467,4.0,2.5,4.8,0,1,0,0,0,1,0,0,1,0,0
2009,0.6657716052930144,6.0,3.5,9.5,0,0,0,1,0,1,0,0,0,0,1
2019,0.309795643981317,4.0,1.8,4.2,0,1,0,0,0,1,0,0,1,0,0
2011,0.7501410670153468,4.0,1.4,5.3,0,0,0,1,0,0,1,0,1,0,0
2023,0.0027705026230676,4.0,2.0,9.4,1,0,0,0,0,1,0,0,0,0,0
2010,0.7557596302131699,4.0,2.5,9.2,1,0,0,0,0,0,1,0,0,0,0
2019,0.4424333970702683,4.0,2.0,8.1,0,0,0,1,0,1,0,1,0,0,0
2021,0.449596193827773,4.0,2.2,6.5,1,0,0,0,0,1,0,0,1,0,0
2016,0.811625761511238,6.0,3.5,10.4,0,0,0,0,1,1,0,0,1,0,0
2018,0.5267176925015873,4.0,2.5,7.3,0,0,0,0,1,1,0,1,0,0,0
2010,0.6979868292724952,6.0,3.0,7.4,1,0,0,0,0,1,0,0,0,0,0
2007,0.7482533845402507,4.0,3.0,10.8,1,0,0,0,0,0,1,0,0,0,0
2014,0.6875276228797047,4.0,2.0,6.9,0,0,0,0,1,1,0,0,1,0,0
2018,0.493569245161945,6.0,3.5,9.1,0,0,0,0,1,1,0,0,1,0,0
2009,0.7533995009279825,8.0,5.0,11.1,0,0,0,1,0,1,0,0,0,0,1
2018,0.4375683892508311,4.0,1.6,4.7,1,0,0,0,0,1,0,0,1,0,0
2020,0.3001132014861187,4.0,2.0,8.1,0,0,0,1,0,1,0,1,0,0,0
2017,0.4241617368863228,4.0,2.0,5.9,0,0,0,1,0,1,0,0,1,0,0
2020,0.4270770261481597,4.0,3.0,7.9,1,0,0,0,0,1,0,0,0,0,0
2011,0.8153650722455157,4.0,2.5,10.5,1,0,0,0,0,1,0,0,0,0,0
2023,0.0722955195017538,4.0,2.0,6.3,0,0,0,1,0,1,0,0,1,0,0
2014,0.7163850836709762,6.0,3.0,6.4,1,0,0,0,0,1,0,1,0,0,0
2021,0.2752282968199392,4.0,2.0,10.9,0,0,0,1,0,1,0,0,0,0,0
2023,0.0093943409174603,4.0,1.2,6.5,0,0,0,1,0,1,0,1,0,0,0
2017,0.709088222107394,4.0,2.8,8.5,1,0,0,0,0,1,0,0,0,0,0
2017,0.557722287998841,4.0,2.8,8.5,1,0,0,0,0,1,0,0,0,0,0
2012,0.5432070431296528,4.0,1.4,5.4,0,0,0,1,0,1,0,0,1,0,0
2021,0.1536355131153919,4.0,2.0,7.7,0,0,0,1,0,1,0,1,0,0,0
2014,0.7191963231013538,4.0,3.0,8.4,1,0,0,0,0,1,0,0,0,0,0
2018,0.2885527914541583,4.0,3.0,9.5,1,0,0,0,0,1,0,0,0,0,1
2020,0.4049267776613284,4.0,2.0,8.2,1,0,0,0,0,1,0,0,0,0,0
2015,0.6136797673493959,8.0,6.2,12.9,0,0,0,1,0,1,0,0,0,0,1
2012,0.7174777354712509,4.0,3.0,8.3,1,0,0,0,0,0,1,0,0,0,0
2019,0.4596442418078947,4.0,2.0,8.1,0,0,0,1,0,1,0,1,0,0,0
2018,0.4075741898111035,6.0,3.6,8.9,0,0,0,0,1,1,0,1,0,0,0
2021,0.2072085450559636,4.0,2.0,6.3,1,0,0,0,0,1,0,1,0,0,0
2016,0.8275180028529905,4.0,2.2,6.9,1,0,0,0,0,0,1,0,0,0,1
2020,0.414045373086993,4.0,2.0,6.7,0,1,0,0,0,1,0,1,0,0,0
2013,0.5199273392478155,4.0,2.2,8.1,1,0,0,0,0,1,0,1,0,0,0
2015,0.3309812537279145,5.0,3.2,9.2,1,0,0,0,0,1,0,0,0,0,0
2010,0.6795626818134783,4.0,1.6,6.9,0,0,0,0,1,1,0,0,1,0,0
2021,0.3297210726234795,6.0,3.5,9.6,0,0,0,0,1,1,0,0,1,0,0
2019,0.616332303841691,4.0,2.2,7.5,1,0,0,0,0,1,0,1,0,0,0
2001,0.9469393361142012,6.0,3.5,14.6,0,0,0,0,1,1,0,0,0,0,0
2008,0.8170982186757914,4.0,2.4,9.9,0,0,0,0,1,1,0,0,1,0,0
2012,0.9153314928500876,4.0,1.8,7.3,0,0,0,1,0,1,0,0,0,0,1
2011,0.755781796908866,4.0,1.5,4.7,0,1,0,0,0,1,0,0,1,0,0
2018,0.5140030181188376,4.0,2.5,4.2,0,1,0,0,0,1,0,0,1,0,0
2012,0.8637965209080081,4.0,2.4,8.5,0,0,0,1,0,1,0,0,1,0,0
2020,0.3735397345032732,3.0,1.2,6.1,0,0,0,1,0,1,0,0,1,0,0
2020,0.5201905575474317,4.0,2.0,6.5,0,0,0,0,1,1,0,0,1,0,0
2013,0.7580238434331763,4.0,1.4,5.4,0,0,0,1,0,1,0,0,1,0,0
2019,0.4373706222247023,4.0,2.5,8.1,0,0,0,0,1,1,0,0,1,0,0
2005,0.5251725148361704,4.0,1.3,6.7,0,0,0,0,1,1,0,0,1,0,0
2019,0.5272434721475923,4.0,2.0,7.6,0,0,0,1,0,1,0,0,0,0,0
2018,0.5208528751168082,4.0,2.2,7.2,1,0,0,0,0,1,0,1,0,0,0
2017,0.3635525190316832,8.0,6.2,12.4,0,0,0,0,1,1,0,0,0,0,1
2023,0.0037217813903303,4.0,2.5,7.7,0,0,0,0,1,1,0,0,1,0,0
2020,0.1022126549007708,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2020,0.386712296846203,4.0,2.4,7.2,0,0,0,0,1,1,0,1,0,0,0
2021,0.3372253510583947,4.0,2.0,7.4,1,0,0,0,0,1,0,0,0,0,0
2019,0.4466980854805711,4.0,2.2,7.5,1,0,0,0,0,1,0,1,0,0,0
2018,0.3389353822078237,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2022,0.1970466257695315,3.0,1.0,5.3,0,0,0,1,0,1,0,0,1,0,0
2021,0.3790929247603292,4.0,2.0,6.2,0,0,0,0,1,1,0,0,1,0,0
2013,0.6553166236488197,4.0,2.0,7.5,1,0,0,0,0,1,0,1,0,0,0
2016,0.6818153750896426,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2022,0.1590870641571994,4.0,1.4,6.7,0,0,0,0,1,1,0,0,1,0,0
2018,0.6070783628216502,4.0,2.5,8.3,0,0,0,0,1,1,0,0,0,0,0
2015,0.5321134975198901,4.0,2.5,7.4,0,0,0,0,1,1,0,1,0,0,0
2019,0.4523854179349793,4.0,1.6,6.8,0,0,0,0,1,1,0,0,1,0,0
2017,0.4510907330711162,6.0,3.0,5.8,1,0,0,0,0,1,0,1,0,0,0
2009,0.8100107068865348,5.0,2.4,8.5,1,0,0,0,0,1,0,1,0,0,0
2023,0.0037217813903303,3.0,1.0,5.4,0,0,0,1,0,1,0,0,1,0,0
2020,0.4122776803694377,4.0,1.4,7.3,0,0,0,1,0,1,0,0,1,0,0
2016,0.3156882468028562,6.0,3.3,9.9,0,0,0,0,1,1,0,0,1,0,0
2016,0.6379376437211361,6.0,3.0,8.8,0,0,0,1,0,1,0,1,0,0,0
2016,0.5531346843770099,4.0,2.5,7.3,0,0,0,1,0,1,0,1,0,0,0
2018,0.4540722030699622,4.0,2.0,7.5,0,0,0,1,0,1,0,1,0,0,0
2014,0.4135898003288621,4.0,2.0,5.8,1,0,0,0,0,1,0,0,0,0,0
2022,0.0037217813903303,4.0,2.5,9.4,1,0,0,0,0,0,1,0,1,0,0
2015,0.5378873551139814,4.0,1.6,6.4,0,0,0,0,1,1,0,0,1,0,0
2017,0.7748532821158238,4.0,1.6,7.7,0,0,0,0,1,1,0,1,0,0,0
2019,0.4711473501096985,4.0,1.5,7.4,0,0,0,0,1,1,0,1,0,0,0
2008,0.9276611603514175,4.0,2.4,8.7,0,0,0,0,1,0,1,0,0,0,0
2016,0.5030303992541968,6.0,3.6,9.9,0,0,0,1,0,1,0,1,0,0,0
2021,0.2811593100882803,4.0,1.4,6.6,0,0,0,0,1,1,0,0,1,0,0
2014,0.7164108402751754,4.0,2.4,8.5,0,0,0,0,1,1,0,0,1,0,0
2018,0.320449659343764,4.0,2.0,6.4,1,0,0,0,0,1,0,1,0,0,0
2014,0.5756375885024154,4.0,2.0,6.9,0,0,0,0,1,1,0,0,1,0,0
2017,0.5297719047841581,4.0,2.4,8.5,0,0,0,0,1,1,0,1,0,0,0
2018,0.8453636123111783,4.0,2.8,8.5,1,0,0,0,0,1,0,0,0,0,0
2013,0.7695886058164111,4.0,2.0,5.6,1,0,0,0,0,1,0,0,0,0,0
2020,0.4316658742786829,4.0,2.0,7.6,0,0,0,0,1,1,0,0,1,0,0
2011,0.9540480780265682,4.0,1.8,5.9,1,0,0,0,0,0,1,0,0,0,0
2017,0.6143871601826034,4.0,1.4,4.9,0,0,0,1,0,1,0,0,1,0,0
2017,0.5219613033002414,4.0,2.0,8.1,0,0,0,1,0,1,0,1,0,0,0
2017,0.5602757707626616,6.0,3.3,11.6,0,0,0,0,1,1,0,0,1,0,0
2014,0.6978160692800541,3.0,1.2,4.6,0,0,0,0,1,0,1,0,1,0,0
2021,0.1807869946801367,4.0,1.3,6.6,0,0,0,1,0,1,0,0,1,0,0
2014,0.750790788054944,4.0,2.0,7.7,0,0,0,0,1,1,0,0,0,0,1
2016,0.3293741792647064,4.0,2.0,5.8,0,0,0,1,0,1,0,0,0,0,1
2016,0.5850260741427672,4.0,2.0,6.6,0,0,0,1,0,1,0,0,0,0,1
2014,0.7304039724677874,4.0,1.8,6.6,0,0,0,0,1,1,0,0,1,0,0
2019,0.7618459781860637,5.0,3.2,8.7,1,0,0,0,0,1,0,0,0,0,0
2017,0.596554882830707,8.0,6.2,11.8,0,0,0,1,0,1,0,0,0,0,1
2021,0.2471717420271706,4.0,2.0,6.9,0,0,0,0,1,1,0,0,1,0,0
2014,0.2950289687270512,5.0,2.5,8.8,0,0,0,1,0,1,0,1,0,0,0
2006,0.9458813359916132,8.0,5.0,17.8,0,0,0,1,0,1,0,0,0,0,1
2019,0.4073573710625541,6.0,3.5,9.6,0,0,0,1,0,1,0,1,0,0,0
2018,0.4398920975723666,4.0,2.0,7.5,0,0,0,1,0,1,0,1,0,0,0
2020,0.4405856142442982,6.0,3.3,10.8,0,0,0,0,1,1,0,0,1,0,0
2008,0.7161883655983949,8.0,4.5,11.9,1,0,0,0,0,0,1,0,0,0,0
2014,0.5980384506806351,4.0,2.2,7.3,1,0,0,0,0,1,0,1,0,0,0
2019,0.4001477975629743,4.0,1.8,4.2,0,1,0,0,0,1,0,0,1,0,0
2018,0.5039809597509125,4.0,2.0,6.7,1,0,0,0,0,1,0,0,1,0,0
2021,0.128326684431127,4.0,2.5,4.8,0,1,0,0,0,1,0,1,0,0,0
2020,0.4591979206807409,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2023,0.004548391733008,4.0,1.3,6.1,0,0,0,1,0,1,0,0,1,0,0
2022,0.0734800294144448,4.0,2.0,6.9,0,0,0,1,0,1,0,0,0,0,0
2018,0.5840976349735415,4.0,2.8,8.5,1,0,0,0,0,1,0,0,0,0,0
2017,0.6037597234597819,4.0,2.4,7.6,1,0,0,0,0,1,0,0,0,0,0
2009,0.6914408852661342,4.0,2.0,8.8,0,0,0,1,0,1,0,1,0,0,0
2011,0.5539060461289828,4.0,2.4,8.9,0,0,0,0,1,1,0,0,0,0,0
2019,0.49974473018254,6.0,3.0,7.5,1,0,0,0,0,1,0,0,0,0,0
2023,0.0037217813903303,4.0,2.0,9.4,1,0,0,0,0,1,0,0,0,0,0
2018,0.3124801838256843,4.0,2.5,7.3,0,0,0,0,1,1,0,1,0,0,0
2007,0.6023548910517216,4.0,2.4,9.6,0,0,0,0,1,1,0,0,0,0,0
2014,0.4983312613900795,4.0,2.0,8.4,0,0,0,0,1,1,0,0,1,0,0
2017,0.2745369965084681,4.0,1.8,4.1,0,1,0,0,0,1,0,0,1,0,0
2022,0.0073680638598657,4.0,2.0,9.5,0,0,0,0,1,1,0,1,0,0,0
2011,0.8765762741827164,4.0,3.2,9.2,1,0,0,0,0,1,0,0,0,0,0
2019,0.5428868148905525,4.0,2.7,10.9,0,0,0,0,1,1,0,0,0,0,1
2021,0.2764880175515673,4.0,2.5,7.3,0,0,0,0,1,1,0,1,0,0,0
2018,0.6503516889466514,4.0,2.8,8.6,1,0,0,0,0,1,0,0,0,0,0
2011,0.9841182042677344,6.0,3.0,8.9,0,0,0,0,1,1,0,0,0,0,1
2022,0.1084518175362283,4.0,2.0,9.4,1,0,0,0,0,1,0,0,0,0,0
2016,0.5755614270102347,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2010,0.9350805925422936,4.0,2.5,9.8,1,0,0,0,0,0,1,0,0,0,0
2016,0.4515790305806967,4.0,2.0,6.8,0,0,0,0,1,1,0,1,0,0,0
2017,0.6737389044890117,6.0,3.5,9.9,0,0,0,1,0,1,0,0,1,0,0
2021,0.282682812753232,4.0,2.5,6.8,0,0,0,1,0,1,0,0,1,0,0
2009,0.8298074765958305,6.0,4.0,10.1,0,0,0,0,1,1,0,0,0,0,1
2022,0.2143296640800795,4.0,1.6,6.2,0,0,0,0,1,1,0,0,1,0,0
2020,0.37020288274143,3.0,1.5,6.3,0,0,0,1,0,1,0,0,1,0,0
2008,0.7781692839640226,4.0,2.5,9.3,0,0,0,0,1,1,0,1,0,0,0
2011,0.5680884862314949,4.0,1.6,7.2,0,0,0,0,1,0,1,0,1,0,0
